reviewID,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
-2-HbrrL2D0FBwRC5Q44yg,-3s52C4zL_DHRK0ULG6qtg,Sid was my server....Yeesh! One of the most rehearsed and practiced hellos" I have ever had. No eye contact. Slammed my drink down while on her way to another table. Never asked how my meal was and waited for my payment when she brought the bill The food was tasty but I don't think I would return.",2,0,9/13/2012,-3s52C4zL_DHRK0ULG6qtg,106,1032,0
-2ABQEtlr28K-kAcu__-Qg,ZyhhR2uaK7y0_-IRhDasVA,Cute little pharmacy but it seems to be well stocked. The two ladies running it don't speak English but hopefully you're just looking for Aspirine or Ibuprofen :) Otherwise bring your how & what in Spanish".",3,0,10/7/2011,ZyhhR2uaK7y0_-IRhDasVA,48,136,0
-2gOxVWcnBr5DclrrsWXCA,AX6TWJtUn0UXKROrR7ZdAw,Kind of the old fashioned cramped hardware store that has everything including staff that are very helpful and know what they are talking about. Please note that this is not a home improvement store and I do not think that they carry lumber and drywall.,5,0,4/3/2010,AX6TWJtUn0UXKROrR7ZdAw,133,287,0
-2Rv3aBfw1boJDSmNG4iKg,q3wYhJ-JnSVbirl4RI8XqA,Im so inpressed with the Des Plaines library. I remember comming to that small crappy library they had years ago. They have done a great job building this library. They have everything you can think of,4,0,3/17/2012,q3wYhJ-JnSVbirl4RI8XqA,0,10,1
-2uhki6sAVIuO-pl1Nfc3A,cHtkbLs9es6xGTwaZ3YjVQ,Ordered a salmon sandwich and got roast beef.  Threw out the beef.,2,0,2/26/2012,cHtkbLs9es6xGTwaZ3YjVQ,0,12,1
-2Zi-le3tE5rgt10Fqge3Q,bYENop4BuQepBjM1-BI3fA,Great little boutique jewelry store. Love their sterling silver - hence The Silver Lady". They have fantastic pieces at  a variety of price points. The sales professionals are suggestive and not over bearing in their approach. Recommend this place for any holiday or special occasion that deserves a gift.",4,1,Update - 12/21/2010,bYENop4BuQepBjM1-BI3fA,90,451,0
-31ZQwJ3k6-zgXSJ0Y4U7w,5Ak87KzB409zNImUehS7EQ,Possibly the best BBQ in the Austin city limits. Richard Jones had a solid chopped pork shoulder sandwich that I wish I'd tried a few more times. Apparently I won't get the chance to--the Statesman is reporting that it closed for good last week.,4,2,8/24/2010,5Ak87KzB409zNImUehS7EQ,45,328,0
-3C3a61BxBnhpuBs-KnUDQ,JbcE_GFsuZ7_AAEBSKzL6Q,Great place to get a cheap breakfast or lunch. Wife and myself enjoyed a chile cheese omelet which was very tasty and my daughter had a wonderful cheeseburger. The setting is definitely a diner feel and the service was wonderful. Only problem was the bathroom needed some attention.,4,0,8/1/2012,JbcE_GFsuZ7_AAEBSKzL6Q,12,84,0
-3MbihhYbkYw0ZQXk1sNaQ,RO78jiBkX61pPweJLVlCgA,We discovered this place by sheer accident. We caught a movie at the Logan and began walking home and caught this place out of the corner of our eye. I am glad we did as it is only five blocks from home and whenever a quick ice cream/gelato fix is needed we know it is a short walk away. We took some time looking at their selection and we had a difficult time trying to figure out what we wanted. The girl behind the counter were very friendly and helpful and gave us suggestions and let us try a spoonful of anything that we wanted to sample. The prices here are reasonable and the staff is friendly and the ice cream is pretty damn good too!,4,6,7/5/2008,RO78jiBkX61pPweJLVlCgA,232,893,0
-3Pg3mQ1hwgeIgTzgi3RjQ,qX_U1mWpSKknGvQGuhut4w,It's close... The employees are neither rude or friendly... and sometimes I just REALLY need a slurpee!,3,4,1/19/2012,qX_U1mWpSKknGvQGuhut4w,33,491,0
-4aKUmMch_mYk8LDZF0Ytw,0Igx-a1wAstiBDerGxXk2A,This is such a weird building.  I guess it's mostly an office building but we were there to tour an event space...that was much to small for our group.  I know Tsunami (sushi restaurant) is on the top floor.   I guess it's just not the sort of mixed use space industrial space that you expect to find in Baton Rouge.  Mostly it leaves me confused.,3,1,3/18/2011,0Igx-a1wAstiBDerGxXk2A,302,917,0
-4gropC6jSRYHZFj8lDBgQ,bAQDB1qrktXHEJcyd82Gng,Can get very loud inside due to the high ceilings. The food has been decent the two times I have been at this location. Service can be spotty at times but overall not too bad. Parking can be challenging since the location is in and near two very busy strip mall type areas including a movie theatre.,4,0,3/1/2007,bAQDB1qrktXHEJcyd82Gng,294,660,1
-4kjLlCf2FaXbJimnje-eg,Amc7J0F3KeAKzOOQrlpqog,The best thing I seen in Indy! You need to really walk around it and look at the details. It is GORGEOUS!  It is one of my favorite monuments. We went in the evening and also rode the horse carriages.,4,2,1/22/2010,Amc7J0F3KeAKzOOQrlpqog,84,365,0
-4NGOrlhcKse11VKI3_0GQ,augJQotyLB503iq1gVJ_tg,Dropped in for a coffee press today and found a very neat store with amazing prices.  They carry a lot of Bodum items for prices you'd find online unlike other stores I've come across with Bodum items in Ottawa. The store has many items for the house as well as lighting and furniture.  I'll be back to pick up some other items from this store in the near future.   http://www.zonemaison.co…,3,0,3/6/2011,augJQotyLB503iq1gVJ_tg,157,605,0
-4Z5lLGb6aJ3y0lTYWvbBg,gWrfDg97-1GtQVVUhuUKBQ,This is my preferred location for Blue Goose. We usually go here for brunch because of their Bloody Mary Bar on Sundays. I recommend getting the Blue Goose Quesadillas because its the best one in their menu in my opinion. Happy Hour is great too but I just keep on forgetting how they have great specials for Happy Hour. The service is great and it's one of those places that you get in and you get out fast.,3,0,8/5/2012,gWrfDg97-1GtQVVUhuUKBQ,1,123,0
-6ft78F9wQaQtlxlyQCKcQ,ARUzJkaGyuk_HFM8V-TJxw,Not that good. I live in Norfolk so it would only be a place to go to if I am in the area.  I have seen much better markets elsewhere.,2,0,5/25/2011,ARUzJkaGyuk_HFM8V-TJxw,17,162,1
-6kggzZv30i9Rx1Fr_xdXA,4ssDCBvb9LC2cMpWxjhpRQ,Kids love this place!  For about $4 you get a HUGE slice of pizza and a pop.  You can eat in or take out.  I really like their gelato (yum) but it is a bit pricey!,5,0,1/25/2010,4ssDCBvb9LC2cMpWxjhpRQ,26,185,0
-6liiqTbdkSuvqXlimqNkg,C1V2fQBKCdzfy4RfbFsCCQ,The attendants are very rude they talk to you in english then started speaking another lagguge The lady attendant was rude,2,0,6/21/2011,C1V2fQBKCdzfy4RfbFsCCQ,0,1,1
-6O4UCxIIS8-hCPkBJn3oQ,zfWG-mS2c9R1ES5adp_eiQ,Pretty decent place i would stay here again but nothing too fancy just all the necessary ammenities,3,0,9/23/2011,zfWG-mS2c9R1ES5adp_eiQ,39,135,0
-6RcnF0HnelEr27qmR20Mw,id7XUdGE78pQGBbzcSHpzg,Compared to other airports its not bad. Flying out of the commuter terminal is horrible. you walk past the parking ramps. Its the 24th Most expensive airport to fly out of: http://www.bts.gov/progr… MAC needs to work on lowering fees and making MSP more competitive.,3,0,1/22/2012,id7XUdGE78pQGBbzcSHpzg,26,90,1
-6W6knjxDJ0VT9dssbXkFA,bAQDB1qrktXHEJcyd82Gng,Sadly this is about as good as it gets for an electronic store in Denver. Would Fry's please open here soon because this store sure needs the competition. Higher prices because they know they have you by the balls - where else are you going to go? Always long lines and abysmal parking here. I think I would rather order online than deal with the parking and staff. A solid 3 - not the worst but not the best either.,3,3,12/29/2010,bAQDB1qrktXHEJcyd82Gng,294,660,0
-7Br07ypY_ECh2YLISbtZg,OxOEyH0OxKH4e3E6xqy9-Q,This is a great spot to pop in and grab lunch or come later and indulge in their famous pie! Great atmosphere and equally fantastic food!,4,0,2/21/2012,OxOEyH0OxKH4e3E6xqy9-Q,36,178,0
-7nQboqJzTt-iCBHhaltfA,DAeC-Y66n-jNMJJw4oAfNQ,Drive past it. This place should be out of business but has been here for almost three years now. This place is rarely ever busy. Not sure how they have stayed around for a few years now. The food is so disappointing. I came in here to try their white beans and rice and left totally disappointed. The beans had no flavor. The rice was hard. I can attest that the smell in here is quite bad like Elizabeth pointed out.,1,5,1/23/2012,DAeC-Y66n-jNMJJw4oAfNQ,103,294,0
-7U3HeWEUrY5-uAHAZhS6A,AMR0ruU2sh4A3JDE4Z2csA,A great restaurant to dine-in at with good Italian food. My family loves going to this restaurant. It's one of those restaurants where you can go every week and still enjoy the food. The menu is filled with all sorts of Italian meals.,5,0,8/30/2005,AMR0ruU2sh4A3JDE4Z2csA,110,146,0
-8GTgxeD-JIno-5CxRchnA,a7MOTWUe0EbyK_rD0QxXpQ,The best breakfast in town! Also the best coffee! Don't pass through Kzoo without first trying this place!,5,1,3/16/2010,a7MOTWUe0EbyK_rD0QxXpQ,2,23,1
-8hAs2jzvfyhOuB5a4iOEA,7GPNBO496aecrjJfW6UWtg,Love this place!! The best part is the store is on consignment and the 50% they take goes to a scholarship fund for graduating DHS seniors! Great selection and prices. A little bit of everything.,4,1,6/3/2008,7GPNBO496aecrjJfW6UWtg,160,565,0
-8st5c8xnGRUOxOPGegx2A,8Zocr6jVED5JQEBvqwEBZw,I absolutely love this place! It can get pricey but the food and service rocks! Their sangria probably beats out Iberia's plus they give you so much more and not too much ice! The meats are fresh and cooked to perfection. The salad bar is small but good choices. Potato salad is very good. Highly recommend this place whether it be for a date/family function or a large group of friends. Enjoy!,5,2,8/13/2009,8Zocr6jVED5JQEBvqwEBZw,59,725,0
-8T3rVhA7jQ2bASJu2nL4A,-3s52C4zL_DHRK0ULG6qtg,This place was packed when we were there. Tasty PHO and the veggie noodle bowl had an interesting and different flavor. Quick service and awesome prices. Would go back for sure.,3,0,1/24/2012,-3s52C4zL_DHRK0ULG6qtg,106,1032,1
-9JF1m4TE8wV8QoIYUTPWQ,jp4X9H56zjjLacnpHz02Iw,I'm a little confused by Belk. I'm from the Northwest and have never heard of this chain before. I walked through with my husband and it seems to be a lower-end Macy's. It has the standard 'bedding' department and the 'clothing' department. I didn't really shop through as it wasn't my 'style' but I can see where it would fill in for Macy*s (which is not at this mall),3,0,9/6/2011,jp4X9H56zjjLacnpHz02Iw,68,519,0
-9m-1eUD5TXmOxfrQSfpDg,mgs2LaOWDxmW2jmp30shxA,Their Italian has only been bested by Lee's Hoagie House in Philly...and I think the staff tries to imitate all that brotherly love that we all came to DE to get away from...,4,0,1/3/2012,mgs2LaOWDxmW2jmp30shxA,5,36,0
-9OzjwzZqZ-ffIEH3kcMbg,0Igx-a1wAstiBDerGxXk2A,SoFaB is an interesting space.  And I hope they grow into something greater than they are right now.  I thought the White House china exhibit was cool (but is it Southern?).  And they had a copy of my FAVe childhood cookbook in the kids section.  They get a +1 from me for ambition and potential.,4,0,10/5/2009,0Igx-a1wAstiBDerGxXk2A,302,917,0
-9UpJlH7f9a0xUj8Plot6A,WZq0FC-0HS6_R4pKUy_3Ig,I've been to several of the Brazilian steakhouse concepts and enjoy them all.  I really do hope 3rd time's a charm for this location though since we've had Sal y Carvao and Zed451 already. They have changed a bit of the decor inside from the previous owner (same one for both names) and the waiter's attentiveness was second to none. We went early on a Saturday as we have a 2 year old and it seems that there were plenty others there who had the same idea.  This isn't really the most kid-friendly place to bring a child but what I loved was that we weren't charged for our little guy.  I'm not sure if that's the norm or at what age that kicks in but since he had some of the salad bar items and only a little bit of the bacon-wrapped chicken he was still satisfied and full and we didn't have to g,4,1,4/20/2010,WZq0FC-0HS6_R4pKUy_3Ig,58,225,1
-9WTAEagiFO9o3Rprs6MHw,qEv3LrfTm95_VJfU0hFQwA,It is a typical Longhorn. Good place to sit and wait for a flight. Very close to the main enterance of the airport.,4,0,8/13/2012,qEv3LrfTm95_VJfU0hFQwA,49,245,0
-Apa3574yChWr3A1kl6H2A,adhD-cleHPKoc0Cwx3hAYg,got a hazelnut latte and it was excellent.  far better than other coffee chains I've been to.,5,1,6/16/2009,adhD-cleHPKoc0Cwx3hAYg,3,31,0
-aTaCXOW9ww25OpouNA6Jg,ungvf-MPW7P7ZzLMW_48Rg,Great place for lunch. Nice staff and usually nobody sitting at the bar. Huge quantities that we usually split for lunch. The carnitas tacos are very good.,3,0,9/23/2012,ungvf-MPW7P7ZzLMW_48Rg,16,166,0
-AuGr8h1EJr4y2m_mNbfcg,augJQotyLB503iq1gVJ_tg,This place is beautiful but extremely small.  It's more of a lounge than anything but it's definitely not somewhere I would spend the night unless I'm looking to relax with someone for the whole night. I'd say Blush is an awesome place to start or finish your night but if you're looking for a more LEGEN wait for it...DARY night I'd recommend picking your butt up from the really comfortable chair and walking down to Tryst or XS! I still love you Blush!  Just not enough to stay the night.,3,0,7/9/2011,augJQotyLB503iq1gVJ_tg,157,605,0
-B5BMVZPKsRHKrbE-SQxHA,d_3nUch9JgoUrK7H4Fupqw,friendly nice doorman...very nice view and classy place...but not a place to meet girls...go with your date or a friend to grab ONE or TWO drinks! over all very nice place to take someone whos visiting and wants to see a view of the city in night or day!,5,0,8/21/2010,d_3nUch9JgoUrK7H4Fupqw,0,26,1
-B6efoE_kXmXHK2Cs1nbBQ,wH9uvsG3a0xtWFia4LXfjw,my favorite bar in college!,5,0,7/9/2011,wH9uvsG3a0xtWFia4LXfjw,7,27,0
-b71zpSEYJNxzN_i3db8jw,KI-9yFtnX0xKjR0810nJjg,If you're into that sort of thang....   :),5,5,1/24/2007,KI-9yFtnX0xKjR0810nJjg,0,109,1
-B7aDb98D9MkTKAa38hfMg,4bUCdeOZv_4U3hI8qVPB9g,Ok supermarket with all you need - BUT - they do not accept international credit-cards! Not funny when you have a wagon full of items and no cash ...,3,0,4/30/2012,4bUCdeOZv_4U3hI8qVPB9g,28,125,0
-bdneGQpixOXjtgHC4oxKQ,QW3VXvKxEiGZgo1vasV5xw,Great food !!! Awesome Food ! Henrys food is awesome,4,0,1/27/2010,QW3VXvKxEiGZgo1vasV5xw,0,227,1
-Bfj1KpvGDGX4xxnn--6Jw,x3hAfzOLb1fVKDybDOJyGQ,We luckily quite randomly stumbled upon this place. We just turned onto the main street and wanted to grab a bite to eat for lunch and we saw the sign. Walking in i wasn't sure if we just sat down or ordered or what then a very nice guy popped his head out and told us we order with him and he will  bring it to us easy enough. We had a pulled beef burrito platter and a chicken burrito platter both were AWESOME! A little messy but soooo good. They were quite large so we really could of probably split it for lunch. They also gave us a chips and we had tasted all the salsa's from the help yourself salsa bar they were all very fresh and very good. I would definitely go back.,4,0,3/12/2012,x3hAfzOLb1fVKDybDOJyGQ,1,18,0
-Bki6rGHflcY0zRdrXpGtw,BXM-cc8HXlRjrrzItvwrOA,I go here for the lemonade.  Very good and not too sweet just the way I like it.,4,0,1/29/2012,BXM-cc8HXlRjrrzItvwrOA,4,28,0
-BKw_i5VSYzvhqb1rrejIw,heys0iwRjs5ZC7rTNn-iTQ,I came here to attend a Chicago Social Brides show 2012 An Intimate Bridal Affair....yeah more like happy hour for the boughie black and uppity white chicks. It's a nice hotel don't get me wrong it's kind of not my style if I wanted to stay there I've stayed in better hotels than this one. It looks too boughie for me and it seems like it has nothing on hotels like the Four Seasons and the Ritz Carlton where world class service is part of the hotel's mantra. This place just looked like you come in for an after work drink and then go home. I left out of the show I was at because it wasnt worth the $40 wasted on craptastic appetizers and watered down drinks since the people there were getting loaded on Pearinis (pear martinis) mixed with Grey Goose vodka and acting foolish. The space that thi,3,0,1/29/2012,heys0iwRjs5ZC7rTNn-iTQ,76,185,1
-bnyu9MUKr9fXHXWkHl_SA,-3s52C4zL_DHRK0ULG6qtg,The pecan hummus is amazing The quinoa burrito and the enchilada special was tasty...even for an early lunch... It must be a good place when we were hoping for breakfast and ended up eating lunch. I hope to go back before we leave San Antonio.,5,0,2/10/2012,-3s52C4zL_DHRK0ULG6qtg,106,1032,0
-bpyOFpGiJsOzh_y17cTMQ,1wd0Xm7PebUxfexwLjHUtQ,Don't even try to call this place to order food; they will never pick up.  The restaurant is always jam packed and busy.  You might as well go in and place your order.  You can even dine-in here.  The food here tastes good at the restaurant or even at home.,4,0,8/29/2005,1wd0Xm7PebUxfexwLjHUtQ,473,612,0
-ByfEazcLFvawL33cGA8NQ,W5fchLNpH6GmiVxx24zXgg,good burgers.......nice tall drink glasses.......fries are great too......,3,0,5/6/2012,W5fchLNpH6GmiVxx24zXgg,2,75,1
-bzlW3Vjf7IT5XHG_02j3w,LcVX5dauEj520I56PfpPvQ,My favorite turkey burger with harvarti cheese!!! GREAT BURGER JOINT,5,0,3/3/2012,LcVX5dauEj520I56PfpPvQ,16,115,1
-BZ_JktbIwYPJSKsc7u9YA,XsKopBxs9YtZze9Y3a-MkQ,Great! Great food and service. Go there every time.,5,0,8/12/2012,XsKopBxs9YtZze9Y3a-MkQ,1,16,1
-C6zCbl1vWzkJ6H8WZsK7w,Xv_6lnK2sudSD8IrwDI8rQ,Ordered Pad Thai and two cokes. Sodas came warm. Was told they don't serve cold drinks.,1,0,8/26/2011,Xv_6lnK2sudSD8IrwDI8rQ,0,32,1
-cA4oWC_3ig-bI1_cXpmFg,1wd0Xm7PebUxfexwLjHUtQ,Chicago Yelpers are by far the best!! There's no doubt about that!,5,0,9/13/2005,1wd0Xm7PebUxfexwLjHUtQ,473,612,0
-CfMqoSYifmoiE9mRdpIXQ,heys0iwRjs5ZC7rTNn-iTQ,A friend of mine took me to this location of Torrid at Orland Square Mall since I wanted to look at some clothes for women that had thicker builds or were full figured. My only issue was the style of clothes because half the stuff was mostly gothic in nature. Plus there's a limit on certain styles of clothes for women of larger sizes like skirts and tops. Personally I don't think baby mini skirts are appropriate for women that are over the size of 24 with thick waist lines and hips.,4,1,5/20/2009,heys0iwRjs5ZC7rTNn-iTQ,76,185,0
-CH4Hmmtyb2Dt6wiYb5-GQ,-8G-4dRyQSVfCf2sUvS5Og,I really like the guy that is always in there! He is so nice and will help anyway he can! The gas station is clean and the gas prices are similar to other stations around. Well the fact it's near to where I am doesn't make me too biased right?,4,1,3/15/2011,-8G-4dRyQSVfCf2sUvS5Og,51,252,0
-CjiI-9lpD_OXHbrAB6W5w,8NhB1izDL08RFQL3OmxUuw,Food was good but nothing over the top amazing.  Loved my waitress and looks like they get tons of regulars.  I just might be one too :),4,0,7/3/2012,8NhB1izDL08RFQL3OmxUuw,25,152,1
-ckexa3FtDgFr6Sii7OpGw,RqR1bGDgdOPyHDnI73LeFw,* No way man! * Passed by today looking for a quick bite.  $3.75 per slice of meh" looking pizza?  I think not!   The woman behind the counter tried to push a slice on me rather aggressively too.  I suppose at those prices the only sales will come from wealthy tourists who don't know better than to be pulled in by aggressive sales techniques!   I declined her advances! No way man!",1,8,3/5/2010,RqR1bGDgdOPyHDnI73LeFw,551,1132,0
-CUaFnXgScrG_4fAaGZXMg,Y4Du3cllZ_gpNjzTvmeZ0Q,I just recently purchased a Gary Fisher Wazoo Disc and I am in absolute love with it. I appreciated that the staff embraced the fact I was a noob in the mountain biking world and were more than willing to explain the basics. Nothing angers me more than idiots in a store that have the nerve to punish you for being a noob at something. They also threw in a bottle holder and bottle with my bike purchase (Installed it while doing a custom tune-up.) so that was a nice gesture.,5,2,8/5/2009,Y4Du3cllZ_gpNjzTvmeZ0Q,206,562,0
-c_KK1SLK4UIjreCiQBG4g,heys0iwRjs5ZC7rTNn-iTQ,I came to this location for dinner and service was pretty good nothing out of the usual and it was a clean location. Half the Taco Bell locations I've gone to had drive thrus that were full of trash and the dining area was messy and not cleaned frequently. I got my order correct and didnt have to wait so the level of efficiency was good in getting my food.,3,0,3/30/2010,heys0iwRjs5ZC7rTNn-iTQ,76,185,0
-D2GWPN6Y0PrB7T28nCpeA,vrLS2nLGDzSrlMgSGzh-UA,Great atmosphere!  very nice staff,4,0,4/29/2012,vrLS2nLGDzSrlMgSGzh-UA,10,108,1
-D4ZFNSe81mB_vQy9XE9iA,FZTkBavnUWVQRK3ULOxePQ,Wasn't terribly surprised to see that this went out of business as there were never very many cars in the parking lot.  It basically had the same over-priced and uninspired food as La Bodega on Church Street.  What I will miss are the Sunday 1/2 Price food specials which are no longer offered at the new bar that just opened (Same owners); http://www.yelp.com/biz/…,1,2,Update - 1/4/2011,FZTkBavnUWVQRK3ULOxePQ,938,1749,0
-DboJCSnMrQFfdcMe6qVcA,1gEx8Si6rkStWBp_IXnGCw,I love Marriott.  This is a great hotel with a great location.  The rooms were very clean and comfortable.  I had a high floor with a great view.  The staff was really friendly.,4,1,9/5/2011,1gEx8Si6rkStWBp_IXnGCw,65,459,0
-DbVASf9n0R7H942tKX73g,0Igx-a1wAstiBDerGxXk2A,Cute home decorator stuff with a Miss Haversham edge.  I was tempted by a couple of jewelry items.  I did like that most of their highly scented bathroom stuff was kept in a separate room. Minus 1 star since the staff decided to give one of my friends a lecture for asking if an item (a musical instrument) was for sale.  It seems that was the height of rudeness. Whatever.,3,1,3/21/2012,0Igx-a1wAstiBDerGxXk2A,302,917,0
-DdMv8fZFUKCFbBVHMNmEQ,TxkL_XV9EwygBIXiuW6kvQ,I had a great experience with Hawaiian Airlines once again flying from Oahu to Mayi. The staff was friendly and healpdul and the flight was on time. The only thing they can do to make the flight better is to put in seats with more comfortable padding. Read more reviews on my blog: http://www.talesofatrave…,4,0,2/4/2012,TxkL_XV9EwygBIXiuW6kvQ,2,195,1
-devMJnTofoBcz59yGEBSQ,pbyxWMCyRe8_NZihJToYKw,As I embark on my plant based whole foods lifestyle I enjoyed trying this vegetarian restaurant in downtown St. Pete. The flatbreads were very tasty and the soy meat" selections were well seasoned. The iced tea with the sugar cane stick was wonderful. The menu was extensive and the staff very friendly. Looking forward to revisiting.",4,0,1/29/2012,pbyxWMCyRe8_NZihJToYKw,33,185,0
-dgHuMRUl1941-mmXKWDUA,JbcE_GFsuZ7_AAEBSKzL6Q,Great salads and the best barbecue chicken pizza. Service is usually very good.,5,0,11/22/2010,JbcE_GFsuZ7_AAEBSKzL6Q,12,84,0
-dk2CW79fHuaNKrLLb_OJw,u3IPxVGASZrd90OznvyRqA,I have tried several things on the menu and so far everything has been sooo good! Its reasonably priced and a nice location. I will definitely continue going back!,5,0,10/16/2011,u3IPxVGASZrd90OznvyRqA,0,20,1
-dkc28oAqcbHCZC0mGmIhQ,9xOaLYIDsAb-qJmhSIhfrA,Great service. Put my  cat down without asking a lot of questions. (I am moving and my new place didn't allow pets.),5,10,12/30/2009,9xOaLYIDsAb-qJmhSIhfrA,5,44,0
-E4UXCl2MZZUk9bGNTPE_A,jp4X9H56zjjLacnpHz02Iw,I love coming here! Nhung has been doing my hair for the last few years and I can't imagine ever going elsewhere. I'd be so sad if she ever moved or closed up shop. I recently was married and she helped me grow out my hair. I hated having hair longer than mid-length. But she not only was able to help me grow out my hair but I'm keeping the length. She's been crucial in teaching me how to style my hair as well as how to keep it healthy between visits. Love it!,5,1,Update - 9/6/2011,jp4X9H56zjjLacnpHz02Iw,68,519,0
-ejX0YMOcjG7SPwFESaw4g,k0m5nvgAIIA24t_iPZOAsw,Uh... Vanilla custard. Raspberry Hot Fudge All in a mixer/concrete. Custard is just decadent and delicious... a summer night's dream.,4,1,6/10/2010,k0m5nvgAIIA24t_iPZOAsw,93,745,0
